Timestamp,take_calculus,c_result,c_addmath_gred,c_learning_style,c_how_preparation,c_focus_math,c_difficulty_math,n_hours_studying,n_days_preparation,n_hours_sleep,c_gender,c_on_off_campus,c_place_studying,c_extracurricular,c_internet_interruption,n_add_materials,n_hours_exercising,n_hours_socmed,n_distance,n_housemate,n_meals,n_devices
12/16/2024 21:37:51,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Online Courses / Kursus dalam talian,3,2,5,6,6,Male / Lelaki,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:51,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Online Courses / Kursus dalam talian,3,2,5,6,6,Male / Lelaki,On-campus / Dalam kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:51,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Online Courses / Kursus dalam talian,3,2,5,6,6,Male / Lelaki,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:51,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Tutoring / Tuisyen,3,2,5,6,6,Male / Lelaki,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:51,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Tutoring / Tuisyen,3,2,5,6,6,Female / Perempuan,On-campus / Dalam kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:51,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Self-study / Belajar sendiri,3,2,5,6,6,Male / Lelaki,On-campus / Dalam kampus,At cafes or other public spaces / Kafe atau tempat umum lain,No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:51,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Online Courses / Kursus dalam talian,3,2,5,6,6,Male / Lelaki,On-campus / Dalam kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:51,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Self-study / Belajar sendiri,3,2,5,6,6,Female / Perempuan,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:51,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,3,2,5,6,6,Male / Lelaki,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:51,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,3,2,5,6,6,Male / Lelaki,On-campus / Dalam kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:51,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,3,2,5,6,6,Male / Lelaki,On-campus / Dalam kampus,At cafes or other public spaces / Kafe atau tempat umum lain,No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:52,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Tutoring / Tuisyen,3,2,5,6,6,Male / Lelaki,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:52,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Online Courses / Kursus dalam talian,3,2,5,6,6,Male / Lelaki,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:52,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,3,2,5,6,6,Male / Lelaki,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:52,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,3,2,5,6,6,Male / Lelaki,On-campus / Dalam kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:52,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,3,2,5,6,6,Female / Perempuan,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:52,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Online Courses / Kursus dalam talian,3,2,5,6,6,Female / Perempuan,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:52,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,3,2,5,6,6,Male / Lelaki,On-campus / Dalam kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:52,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Self-study / Belajar sendiri,3,2,5,6,6,Male / Lelaki,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:52,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Tutoring / Tuisyen,3,2,5,6,6,Male / Lelaki,On-campus / Dalam kampus,At cafes or other public spaces / Kafe atau tempat umum lain,No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:52,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Tutoring / Tuisyen,3,2,5,6,6,Female / Perempuan,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:52,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Self-study / Belajar sendiri,3,2,5,6,6,Female / Perempuan,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:52,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Self-study / Belajar sendiri,3,2,5,6,6,Female / Perempuan,On-campus / Dalam kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:53,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Tutoring / Tuisyen,3,2,5,6,6,Male / Lelaki,On-campus / Dalam kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:53,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Self-study / Belajar sendiri,3,2,5,6,6,Male / Lelaki,On-campus / Dalam kampus,At cafes or other public spaces / Kafe atau tempat umum lain,No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:53,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,3,2,5,6,6,Female / Perempuan,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:53,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Tutoring / Tuisyen,3,2,5,6,6,Female / Perempuan,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:53,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,3,2,5,6,6,Male / Lelaki,On-campus / Dalam kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:53,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,3,2,5,6,6,Male / Lelaki,On-campus / Dalam kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:53,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Self-study / Belajar sendiri,3,2,5,6,6,Male / Lelaki,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:53,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Tutoring / Tuisyen,3,2,5,6,6,Male / Lelaki,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:53,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Self-study / Belajar sendiri,3,2,5,6,6,Male / Lelaki,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:53,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Self-study / Belajar sendiri,3,2,5,6,6,Female / Perempuan,On-campus / Dalam kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:37:53,Yes / Ya,Pass / Lulus,A,"Visual (e.g., picture)",Tutoring / Tuisyen,3,2,5,6,6,Male / Lelaki,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,1,1,2,3,1,3,4,2
12/16/2024 21:38:37,Yes / Ya,Pass / Lulus,B+,"Auditory / Pendengaran (e.g., recording)",Group Study / Belajar berkumpulan,4,1,7,8,7,Male / Lelaki,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,2,3,4,5,3,5,3,1
12/16/2024 21:38:37,Yes / Ya,Pass / Lulus,B+,"Auditory / Pendengaran (e.g., recording)",Group Study / Belajar berkumpulan,4,1,7,8,7,Female / Perempuan,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,2,3,4,5,3,5,3,1
12/16/2024 21:38:37,Yes / Ya,Pass / Lulus,B+,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,4,1,7,8,7,Male / Lelaki,On-campus / Dalam kampus,At cafes or other public spaces / Kafe atau tempat umum lain,Yes / Ya,2,3,4,5,3,5,3,1
12/16/2024 21:38:37,Yes / Ya,Pass / Lulus,B+,"Auditory / Pendengaran (e.g., recording)",Group Study / Belajar berkumpulan,4,1,7,8,7,Male / Lelaki,On-campus / Dalam kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,No / Tidak,2,3,4,5,3,5,3,1
12/16/2024 21:38:37,Yes / Ya,Pass / Lulus,B+,Reading & Writting / Membaca & Menulis,Group Study / Belajar berkumpulan,4,1,7,8,7,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,2,3,4,5,3,5,3,1
12/16/2024 21:38:37,Yes / Ya,Pass / Lulus,B+,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,4,1,7,8,7,Female / Perempuan,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,2,3,4,5,3,5,3,1
12/16/2024 21:38:37,Yes / Ya,Pass / Lulus,B+,"Auditory / Pendengaran (e.g., recording)",Group Study / Belajar berkumpulan,4,1,7,8,7,Male / Lelaki,On-campus / Dalam kampus,At cafes or other public spaces / Kafe atau tempat umum lain,Yes / Ya,2,3,4,5,3,5,3,1
12/16/2024 21:38:37,Yes / Ya,Pass / Lulus,B+,"Auditory / Pendengaran (e.g., recording)",Group Study / Belajar berkumpulan,4,1,7,8,7,Female / Perempuan,On-campus / Dalam kampus,At cafes or other public spaces / Kafe atau tempat umum lain,No / Tidak,2,3,4,5,3,5,3,1
12/16/2024 21:38:37,Yes / Ya,Pass / Lulus,B+,Reading & Writting / Membaca & Menulis,Group Study / Belajar berkumpulan,4,1,7,8,7,Female / Perempuan,Off-campus / Luar kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,2,3,4,5,3,5,3,1
12/16/2024 21:38:37,Yes / Ya,Pass / Lulus,B+,"Auditory / Pendengaran (e.g., recording)",Group Study / Belajar berkumpulan,4,1,7,8,7,Female / Perempuan,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,2,3,4,5,3,5,3,1
12/16/2024 21:38:37,Yes / Ya,Pass / Lulus,B+,"Auditory / Pendengaran (e.g., recording)",Group Study / Belajar berkumpulan,4,1,7,8,7,Female / Perempuan,On-campus / Dalam kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,No / Tidak,2,3,4,5,3,5,3,1
12/16/2024 21:38:37,Yes / Ya,Pass / Lulus,B+,"Auditory / Pendengaran (e.g., recording)",Group Study / Belajar berkumpulan,4,1,7,8,7,Male / Lelaki,Off-campus / Luar kampus,At cafes or other public spaces / Kafe atau tempat umum lain,No / Tidak,2,3,4,5,3,5,3,1
12/16/2024 21:38:37,Yes / Ya,Pass / Lulus,B+,"Auditory / Pendengaran (e.g., recording)",Group Study / Belajar berkumpulan,4,1,7,8,7,Male / Lelaki,On-campus / Dalam kampus,At cafes or other public spaces / Kafe atau tempat umum lain,No / Tidak,2,3,4,5,3,5,3,1
12/16/2024 21:38:37,Yes / Ya,Pass / Lulus,B+,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Group Study / Belajar berkumpulan,4,1,7,8,7,Female / Perempuan,On-campus / Dalam kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,2,3,4,5,3,5,3,1
12/16/2024 21:38:38,Yes / Ya,Pass / Lulus,B+,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Group Study / Belajar berkumpulan,4,1,7,8,7,Male / Lelaki,Off-campus / Luar kampus,At cafes or other public spaces / Kafe atau tempat umum lain,No / Tidak,2,3,4,5,3,5,3,1
12/16/2024 21:38:38,Yes / Ya,Pass / Lulus,B+,Reading & Writting / Membaca & Menulis,Group Study / Belajar berkumpulan,4,1,7,8,7,Male / Lelaki,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,2,3,4,5,3,5,3,1
12/16/2024 21:38:38,Yes / Ya,Pass / Lulus,B+,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,4,1,7,8,7,Male / Lelaki,On-campus / Dalam kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,2,3,4,5,3,5,3,1
12/16/2024 21:38:38,Yes / Ya,Pass / Lulus,B+,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,4,1,7,8,7,Male / Lelaki,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,2,3,4,5,3,5,3,1
12/16/2024 21:38:38,Yes / Ya,Pass / Lulus,B+,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Group Study / Belajar berkumpulan,4,1,7,8,7,Female / Perempuan,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,No / Tidak,2,3,4,5,3,5,3,1
12/16/2024 21:38:38,Yes / Ya,Pass / Lulus,B+,"Auditory / Pendengaran (e.g., recording)",Group Study / Belajar berkumpulan,4,1,7,8,7,Female / Perempuan,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,2,3,4,5,3,5,3,1
12/16/2024 21:38:38,Yes / Ya,Pass / Lulus,B+,Reading & Writting / Membaca & Menulis,Group Study / Belajar berkumpulan,4,1,7,8,7,Male / Lelaki,On-campus / Dalam kampus,At cafes or other public spaces / Kafe atau tempat umum lain,Yes / Ya,2,3,4,5,3,5,3,1
12/16/2024 21:38:38,Yes / Ya,Pass / Lulus,B+,"Auditory / Pendengaran (e.g., recording)",Group Study / Belajar berkumpulan,4,1,7,8,7,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,No / Tidak,2,3,4,5,3,5,3,1
12/16/2024 21:38:38,Yes / Ya,Pass / Lulus,B+,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Group Study / Belajar berkumpulan,4,1,7,8,7,Male / Lelaki,On-campus / Dalam kampus,At cafes or other public spaces / Kafe atau tempat umum lain,No / Tidak,2,3,4,5,3,5,3,1
12/16/2024 21:38:38,Yes / Ya,Pass / Lulus,B+,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Group Study / Belajar berkumpulan,4,1,7,8,7,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,No / Tidak,2,3,4,5,3,5,3,1
12/16/2024 21:38:38,Yes / Ya,Pass / Lulus,B+,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,4,1,7,8,7,Female / Perempuan,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,2,3,4,5,3,5,3,1
12/16/2024 21:38:38,Yes / Ya,Pass / Lulus,B+,Reading & Writting / Membaca & Menulis,Group Study / Belajar berkumpulan,4,1,7,8,7,Male / Lelaki,On-campus / Dalam kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,No / Tidak,2,3,4,5,3,5,3,1
12/16/2024 21:38:38,Yes / Ya,Pass / Lulus,B+,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Group Study / Belajar berkumpulan,4,1,7,8,7,Male / Lelaki,On-campus / Dalam kampus,At cafes or other public spaces / Kafe atau tempat umum lain,Yes / Ya,2,3,4,5,3,5,3,1
12/16/2024 21:38:38,Yes / Ya,Pass / Lulus,B+,"Auditory / Pendengaran (e.g., recording)",Group Study / Belajar berkumpulan,4,1,7,8,7,Male / Lelaki,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,2,3,4,5,3,5,3,1
12/16/2024 21:38:38,Yes / Ya,Pass / Lulus,B+,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,4,1,7,8,7,Female / Perempuan,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,2,3,4,5,3,5,3,1
12/16/2024 21:38:38,Yes / Ya,Pass / Lulus,B+,"Auditory / Pendengaran (e.g., recording)",Group Study / Belajar berkumpulan,4,1,7,8,7,Male / Lelaki,On-campus / Dalam kampus,At cafes or other public spaces / Kafe atau tempat umum lain,Yes / Ya,2,3,4,5,3,5,3,1
12/16/2024 21:40:27,Yes / Ya,Fail / Gagal,C,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,1,4,3,2,3,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3,2,1,5,4,6,1,2
12/16/2024 21:40:28,Yes / Ya,Fail / Gagal,C,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,1,4,3,2,3,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3,2,1,5,4,6,1,2
12/16/2024 21:40:28,Yes / Ya,Fail / Gagal,C,"Visual (e.g., picture)",Self-study / Belajar sendiri,1,4,3,2,3,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3,2,1,5,4,6,1,2
12/16/2024 21:40:28,Yes / Ya,Fail / Gagal,C,"Auditory / Pendengaran (e.g., recording)",Self-study / Belajar sendiri,1,4,3,2,3,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3,2,1,5,4,6,1,2
12/16/2024 21:40:28,Yes / Ya,Fail / Gagal,C,Reading & Writting / Membaca & Menulis,Self-study / Belajar sendiri,1,4,3,2,3,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3,2,1,5,4,6,1,2
12/16/2024 21:40:28,Yes / Ya,Fail / Gagal,C,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,1,4,3,2,3,Female / Perempuan,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3,2,1,5,4,6,1,2
12/16/2024 21:40:28,Yes / Ya,Fail / Gagal,C,"Auditory / Pendengaran (e.g., recording)",Self-study / Belajar sendiri,1,4,3,2,3,Female / Perempuan,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3,2,1,5,4,6,1,2
12/16/2024 21:40:28,Yes / Ya,Fail / Gagal,C,Reading & Writting / Membaca & Menulis,Self-study / Belajar sendiri,1,4,3,2,3,Female / Perempuan,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3,2,1,5,4,6,1,2
12/16/2024 21:40:28,Yes / Ya,Fail / Gagal,C,"Auditory / Pendengaran (e.g., recording)",Self-study / Belajar sendiri,1,4,3,2,3,Female / Perempuan,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3,2,1,5,4,6,1,2
12/16/2024 21:40:28,Yes / Ya,Fail / Gagal,C,"Auditory / Pendengaran (e.g., recording)",Self-study / Belajar sendiri,1,4,3,2,3,Female / Perempuan,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3,2,1,5,4,6,1,2
12/16/2024 21:40:28,Yes / Ya,Fail / Gagal,C,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,1,4,3,2,3,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3,2,1,5,4,6,1,2
12/16/2024 21:40:28,Yes / Ya,Fail / Gagal,C,Reading & Writting / Membaca & Menulis,Self-study / Belajar sendiri,1,4,3,2,3,Female / Perempuan,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3,2,1,5,4,6,1,2
12/16/2024 21:40:28,Yes / Ya,Fail / Gagal,C,"Auditory / Pendengaran (e.g., recording)",Self-study / Belajar sendiri,1,4,3,2,3,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3,2,1,5,4,6,1,2
12/16/2024 21:40:28,Yes / Ya,Fail / Gagal,C,"Auditory / Pendengaran (e.g., recording)",Self-study / Belajar sendiri,1,4,3,2,3,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3,2,1,5,4,6,1,2
12/16/2024 21:40:28,Yes / Ya,Fail / Gagal,C,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,1,4,3,2,3,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3,2,1,5,4,6,1,2
12/16/2024 21:40:28,Yes / Ya,Fail / Gagal,C,"Auditory / Pendengaran (e.g., recording)",Self-study / Belajar sendiri,1,4,3,2,3,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3,2,1,5,4,6,1,2
12/16/2024 21:40:29,Yes / Ya,Fail / Gagal,C,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,1,4,3,2,3,Female / Perempuan,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3,2,1,5,4,6,1,2
12/16/2024 21:40:29,Yes / Ya,Fail / Gagal,C,"Auditory / Pendengaran (e.g., recording)",Self-study / Belajar sendiri,1,4,3,2,3,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3,2,1,5,4,6,1,2
12/16/2024 21:40:29,Yes / Ya,Fail / Gagal,C,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,1,4,3,2,3,Female / Perempuan,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3,2,1,5,4,6,1,2
12/16/2024 21:40:29,Yes / Ya,Fail / Gagal,C,Reading & Writting / Membaca & Menulis,Self-study / Belajar sendiri,1,4,3,2,3,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3,2,1,5,4,6,1,2
12/16/2024 21:40:29,Yes / Ya,Fail / Gagal,C,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,1,4,3,2,3,Female / Perempuan,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3,2,1,5,4,6,1,2
12/16/2024 21:40:29,Yes / Ya,Fail / Gagal,C,"Auditory / Pendengaran (e.g., recording)",Self-study / Belajar sendiri,1,4,3,2,3,Female / Perempuan,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3,2,1,5,4,6,1,2
12/16/2024 21:40:29,Yes / Ya,Fail / Gagal,C,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,1,4,3,2,3,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3,2,1,5,4,6,1,2
12/16/2024 21:40:29,Yes / Ya,Fail / Gagal,C,"Auditory / Pendengaran (e.g., recording)",Self-study / Belajar sendiri,1,4,3,2,3,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3,2,1,5,4,6,1,2
12/16/2024 21:40:29,Yes / Ya,Fail / Gagal,C,"Auditory / Pendengaran (e.g., recording)",Self-study / Belajar sendiri,1,4,3,2,3,Female / Perempuan,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3,2,1,5,4,6,1,2
12/16/2024 21:40:29,Yes / Ya,Fail / Gagal,C,"Visual (e.g., picture)",Self-study / Belajar sendiri,1,4,3,2,3,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3,2,1,5,4,6,1,2
12/16/2024 21:40:30,Yes / Ya,Fail / Gagal,C,"Auditory / Pendengaran (e.g., recording)",Self-study / Belajar sendiri,1,4,3,2,3,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3,2,1,5,4,6,1,2
