c_result,c_addmath_gred,c_learning_style,c_how_preparation,c_focus_math,c_difficulty_math,n_hours_studying,n_days_preparation,n_hours_sleep,c_gender,c_on_off_campus,c_place_studying,c_extracurricular,c_internet_interruption,n_add_materials,n_hours_exercising,n_hours_socmed,n_distance,n_housemate,n_meals,n_devices
Pass / Lulus,C,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,2.0,4.0,0.0,2.0,5.0,Male / Lelaki,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,1.0,2.0,0.0,9.0,2.0,4.0,2.0,2.0
Pass / Lulus,B-,"Visual (e.g., picture)",Self-study / Belajar sendiri,2.0,3.0,4.0,5.0,6.0,Male / Lelaki,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,2.0,3.0,5.0,6.0,3.0,7.0,3.0,3.0
Fail / Gagal,C,"Auditory / Pendengaran (e.g., recording)",Online Courses / Kursus dalam talian,2.0,4.0,2.0,3.0,6.0,Female / Perempuan,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,3.0,1.0,1.0,6.0,5.0,5.0,2.0,3.0
Pass / Lulus,C+,Reading & Writting / Membaca & Menulis,Self-study / Belajar sendiri,4.0,5.0,5.0,7.0,5.0,Female / Perempuan,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,3.0,5.0,0.0,1.0,5.0,8.0,1.0,2.0
Pass / Lulus,B+,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,3.0,1.0,4.0,11.0,6.0,Male / Lelaki,On-campus / Dalam kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,No / Tidak,2.0,4.0,4.0,2.0,1.0,4.0,2.0,4.0
Pass / Lulus,A,"Visual (e.g., picture)",Online Courses / Kursus dalam talian,3.0,2.0,5.0,6.0,6.0,Male / Lelaki,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,1.0,1.0,2.0,3.0,1.0,3.0,4.0,2.0
Pass / Lulus,B+,"Auditory / Pendengaran (e.g., recording)",Group Study / Belajar berkumpulan,3.0,1.0,6.0,6.0,6.0,Female / Perempuan,On-campus / Dalam kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,No / Tidak,2.0,2.0,4.0,2.0,1.0,5.0,3.0,2.0
Fail / Gagal,C,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,1.0,4.0,3.0,2.0,3.0,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3.0,2.0,1.0,5.0,4.0,6.0,1.0,2.0
Fail / Gagal,E,Reading & Writting / Membaca & Menulis,Self-study / Belajar sendiri,3.0,5.0,4.0,3.0,2.0,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,No / Tidak,3.0,2.0,2.0,5.0,2.0,4.0,2.0,2.0
Fail / Gagal,G,Reading & Writting / Membaca & Menulis,Self-study / Belajar sendiri,2.0,5.0,5.0,5.0,4.0,Male / Lelaki,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,4.0,4.0,5.0,8.0,10.0,5.0,3.0,4.0
Pass / Lulus,Not Taken / Tidak Ambil,Reading & Writting / Membaca & Menulis,Self-study / Belajar sendiri,4.0,1.0,2.0,5.0,5.0,Female / Perempuan,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,4.0,4.0,3.0,6.0,0.5,6.0,2.0,2.0
Pass / Lulus,C+,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,3.0,3.0,5.0,3.0,4.0,Male / Lelaki,Off-campus / Luar kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,1.0,4.0,9.0,6.0,15.0,6.0,2.0,4.0
Pass / Lulus,A,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,3.0,2.0,5.0,6.0,6.0,Male / Lelaki,On-campus / Dalam kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,No / Tidak,1.0,1.0,2.0,3.0,1.0,3.0,4.0,2.0
Fail / Gagal,TH / Tidak Hadir,"Visual (e.g., picture)",Self-study / Belajar sendiri,1.0,5.0,3.0,1.0,6.0,Male / Lelaki,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,3.0,2.0,8.0,6.0,1.0,6.0,3.0,2.0
Fail / Gagal,G,Reading & Writting / Membaca & Menulis,Tutoring / Tuisyen,2.0,4.0,4.0,3.0,3.0,Female / Perempuan,Off-campus / Luar kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,2.0,1.0,3.0,3.0,2.0,4.0,3.0,1.0
Pass / Lulus,C+,Reading & Writting / Membaca & Menulis,Self-study / Belajar sendiri,4.0,2.0,14.0,7.0,5.0,Female / Perempuan,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,4.0,3.0,8.0,2.0,3.0,4.0,1.0,2.0
Pass / Lulus,B+,"Auditory / Pendengaran (e.g., recording)",Group Study / Belajar berkumpulan,3.0,1.0,6.0,11.0,8.0,Male / Lelaki,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,2.0,4.0,6.0,1.0,2.0,3.0,3.0,3.0
Fail / Gagal,C,"Visual (e.g., picture)",Self-study / Belajar sendiri,1.0,4.0,3.0,2.0,3.0,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3.0,2.0,1.0,5.0,4.0,6.0,1.0,2.0
Pass / Lulus,B+,"Visual (e.g., picture)",Self-study / Belajar sendiri,2.0,3.0,3.0,2.0,5.0,Male / Lelaki,Off-campus / Luar kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,3.0,2.0,1.0,5.0,14.0,1.0,2.0,2.0
Fail / Gagal,C,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,1.0,4.0,3.0,2.0,3.0,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3.0,2.0,1.0,5.0,4.0,6.0,1.0,2.0
Fail / Gagal,D,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,1.0,4.0,1.0,2.0,5.0,Male / Lelaki,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,3.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0
Pass / Lulus,C+,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Tutoring / Tuisyen,2.0,4.0,3.0,3.0,5.0,Female / Perempuan,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,2.0,1.0,3.0,5.0,2.0,6.0,3.0,2.0
Pass / Lulus,A-,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,3.0,3.0,12.0,10.0,7.0,Female / Perempuan,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,3.0,3.0,0.0,7.0,8.0,6.0,2.0,3.0
Pass / Lulus,C+,"Visual (e.g., picture)",Self-study / Belajar sendiri,4.0,3.0,4.0,2.0,9.0,Female / Perempuan,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,1.0,1.0,0.0,22.0,7.0,4.0,2.0,3.0
Fail / Gagal,G,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,2.0,4.0,5.0,3.0,1.0,Female / Perempuan,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,2.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0
Pass / Lulus,B,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,3.0,3.0,5.0,14.0,8.0,Male / Lelaki,Off-campus / Luar kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,3.0,1.0,0.0,5.0,5.0,5.0,3.0,2.0
Pass / Lulus,B+,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,4.0,1.0,7.0,8.0,7.0,Female / Perempuan,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,2.0,3.0,4.0,5.0,3.0,5.0,3.0,1.0
Pass / Lulus,A,Reading & Writting / Membaca & Menulis,Self-study / Belajar sendiri,4.0,2.0,8.0,2.0,5.0,Female / Perempuan,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,4.0,2.0,2.0,3.0,0.5,6.0,2.0,3.0
Pass / Lulus,B+,Reading & Writting / Membaca & Menulis,Group Study / Belajar berkumpulan,2.0,3.0,6.0,5.0,7.0,Male / Lelaki,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,3.0,3.0,3.0,8.0,2.0,6.0,3.0,3.0
Pass / Lulus,A,"Visual (e.g., picture)",Online Courses / Kursus dalam talian,3.0,2.0,5.0,6.0,6.0,Female / Perempuan,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,1.0,1.0,2.0,3.0,1.0,3.0,4.0,2.0
Pass / Lulus,B+,"Auditory / Pendengaran (e.g., recording)",Group Study / Belajar berkumpulan,4.0,1.0,7.0,8.0,7.0,Male / Lelaki,Off-campus / Luar kampus,At cafes or other public spaces / Kafe atau tempat umum lain,No / Tidak,2.0,3.0,4.0,5.0,3.0,5.0,3.0,1.0
Fail / Gagal,D,"Auditory / Pendengaran (e.g., recording)",Online Courses / Kursus dalam talian,2.0,4.0,1.0,3.0,4.0,Male / Lelaki,Off-campus / Luar kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,3.0,2.0,2.0,6.0,7.0,7.0,2.0,4.0
Fail / Gagal,G,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Group Study / Belajar berkumpulan,2.0,4.0,0.0,2.0,2.0,Female / Perempuan,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,2.0,1.0,3.0,5.0,4.0,5.0,3.0,3.0
Pass / Lulus,C+,Reading & Writting / Membaca & Menulis,Tutoring / Tuisyen,3.0,5.0,6.0,20.0,5.0,Female / Perempuan,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,3.0,10.0,2.0,5.0,1.0,4.0,4.0,3.0
Fail / Gagal,C,"Auditory / Pendengaran (e.g., recording)",Self-study / Belajar sendiri,1.0,4.0,3.0,2.0,3.0,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3.0,2.0,1.0,5.0,4.0,6.0,1.0,2.0
Fail / Gagal,E,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,1.0,5.0,1.0,1.0,6.0,Male / Lelaki,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,3.0,1.0,1.0,7.0,10.0,5.0,2.0,3.0
Fail / Gagal,D,"Auditory / Pendengaran (e.g., recording)",Tutoring / Tuisyen,2.0,5.0,2.0,1.0,4.0,Male / Lelaki,Off-campus / Luar kampus,At cafes or other public spaces / Kafe atau tempat umum lain,Yes / Ya,4.0,1.0,2.0,4.0,3.0,7.0,2.0,1.0
Fail / Gagal,D,"Visual (e.g., picture)",Self-study / Belajar sendiri,2.0,5.0,2.0,1.0,4.0,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,4.0,1.0,2.0,4.0,3.0,7.0,2.0,1.0
Fail / Gagal,C,"Auditory / Pendengaran (e.g., recording)",Self-study / Belajar sendiri,1.0,4.0,3.0,2.0,3.0,Female / Perempuan,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3.0,2.0,1.0,5.0,4.0,6.0,1.0,2.0
Fail / Gagal,E,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Group Study / Belajar berkumpulan,1.0,5.0,1.0,2.0,5.0,Male / Lelaki,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,4.0,1.0,1.0,8.0,10.0,10.0,2.0,3.0
Pass / Lulus,B+,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,3.0,1.0,6.0,11.0,5.0,Male / Lelaki,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0
Pass / Lulus,B+,Reading & Writting / Membaca & Menulis,Group Study / Belajar berkumpulan,4.0,1.0,7.0,8.0,7.0,Female / Perempuan,Off-campus / Luar kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,2.0,3.0,4.0,5.0,3.0,5.0,3.0,1.0
Fail / Gagal,D,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Group Study / Belajar berkumpulan,2.0,4.0,1.0,2.0,5.0,Male / Lelaki,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,3.0,1.0,1.0,5.0,5.0,6.0,2.0,3.0
Pass / Lulus,B+,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,4.0,1.0,7.0,8.0,7.0,Male / Lelaki,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,2.0,3.0,4.0,5.0,3.0,5.0,3.0,1.0
Pass / Lulus,B+,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,3.0,1.0,4.0,6.0,7.0,Male / Lelaki,On-campus / Dalam kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,No / Tidak,2.0,4.0,6.0,3.0,1.0,4.0,3.0,4.0
Fail / Gagal,C,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,1.0,4.0,3.0,2.0,3.0,Female / Perempuan,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3.0,2.0,1.0,5.0,4.0,6.0,1.0,2.0
Fail / Gagal,D,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Online Courses / Kursus dalam talian,2.0,4.0,2.0,2.0,6.0,Male / Lelaki,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,3.0,2.0,2.0,6.0,8.0,8.0,3.0,3.0
Pass / Lulus,A,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,3.0,2.0,5.0,6.0,6.0,Male / Lelaki,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,1.0,1.0,2.0,3.0,1.0,3.0,4.0,2.0
Pass / Lulus,B,"Visual (e.g., picture)",Self-study / Belajar sendiri,4.0,5.0,6.0,10.0,8.0,Female / Perempuan,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,3.0,4.0,2.0,10.0,12.0,6.0,2.0,2.0
Pass / Lulus,B,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,4.0,3.0,3.0,7.0,7.0,Female / Perempuan,Off-campus / Luar kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,2.0,3.0,1.0,2.0,2.0,5.0,3.0,2.0
Pass / Lulus,B+,"Auditory / Pendengaran (e.g., recording)",Group Study / Belajar berkumpulan,4.0,1.0,7.0,8.0,7.0,Male / Lelaki,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,2.0,3.0,4.0,5.0,3.0,5.0,3.0,1.0
Fail / Gagal,E,Reading & Writting / Membaca & Menulis,Self-study / Belajar sendiri,3.0,5.0,3.0,1.0,5.0,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3.0,1.0,4.0,5.0,1.0,6.0,1.0,3.0
Fail / Gagal,D,"Visual (e.g., picture)",Tutoring / Tuisyen,2.0,5.0,2.0,1.0,4.0,Male / Lelaki,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,4.0,1.0,2.0,4.0,3.0,7.0,2.0,1.0
Fail / Gagal,B+,Reading & Writting / Membaca & Menulis,Self-study / Belajar sendiri,2.0,4.0,3.0,2.0,7.0,Female / Perempuan,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,2.0,1.0,5.0,8.0,1.0,6.0,3.0,2.0
Pass / Lulus,C,"Auditory / Pendengaran (e.g., recording)",Group Study / Belajar berkumpulan,2.0,4.0,3.0,5.0,5.0,Male / Lelaki,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,2.0,5.0,2.0,7.0,6.0,6.0,3.0,2.0
Pass / Lulus,B-,"Visual (e.g., picture)",Self-study / Belajar sendiri,3.0,3.0,3.0,3.0,6.0,Male / Lelaki,Off-campus / Luar kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,2.0,1.0,2.0,5.0,10.0,6.0,3.0,3.0
Fail / Gagal,E,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,3.0,5.0,5.0,3.0,5.0,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,3.0,2.0,4.0,4.0,1.0,5.0,3.0,3.0
Fail / Gagal,E,Reading & Writting / Membaca & Menulis,Self-study / Belajar sendiri,1.0,5.0,1.0,3.0,3.0,Male / Lelaki,Off-campus / Luar kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,3.0,1.0,2.0,10.0,5.0,8.0,2.0,4.0
Pass / Lulus,B+,"Visual (e.g., picture)",Self-study / Belajar sendiri,4.0,3.0,1.0,7.0,7.0,Male / Lelaki,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,1.0,3.0,1.0,5.0,0.5,4.0,3.0,3.0
Fail / Gagal,A+,Reading & Writting / Membaca & Menulis,Self-study / Belajar sendiri,1.0,5.0,4.0,7.0,5.0,Male / Lelaki,Off-campus / Luar kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,2.0,2.0,2.0,8.0,6.0,8.0,3.0,2.0
Pass / Lulus,A-,"Visual (e.g., picture)",Online Courses / Kursus dalam talian,3.0,2.0,8.0,6.0,7.0,Female / Perempuan,Off-campus / Luar kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,2.0,3.0,1.0,6.0,7.0,9.0,2.0,1.0
Fail / Gagal,D,"Visual (e.g., picture)",Self-study / Belajar sendiri,2.0,5.0,4.0,4.0,5.0,Male / Lelaki,Off-campus / Luar kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,1.0,2.0,2.0,7.0,10.0,5.0,3.0,2.0
Pass / Lulus,C+,"Visual (e.g., picture)",Self-study / Belajar sendiri,2.0,4.0,8.0,8.0,6.0,Female / Perempuan,Off-campus / Luar kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,2.0,4.0,2.0,6.0,15.0,6.0,3.0,3.0
Pass / Lulus,A-,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,4.0,1.0,5.0,7.0,5.0,Male / Lelaki,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,4.0,3.0,5.0,2.0,1.0,6.0,3.0,3.0
Pass / Lulus,B+,Reading & Writting / Membaca & Menulis,Group Study / Belajar berkumpulan,3.0,1.0,7.0,6.0,6.0,Male / Lelaki,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,2.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0
Pass / Lulus,A,"Visual (e.g., picture)",Online Courses / Kursus dalam talian,3.0,2.0,5.0,6.0,6.0,Male / Lelaki,On-campus / Dalam kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,No / Tidak,1.0,1.0,2.0,3.0,1.0,3.0,4.0,2.0
Fail / Gagal,E,Reading & Writting / Membaca & Menulis,Self-study / Belajar sendiri,3.0,5.0,4.0,3.0,2.0,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,No / Tidak,3.0,2.0,4.0,3.0,2.0,6.0,3.0,2.0
Pass / Lulus,A-,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Group Study / Belajar berkumpulan,2.0,2.0,1.0,3.0,8.0,Female / Perempuan,Off-campus / Luar kampus,At cafes or other public spaces / Kafe atau tempat umum lain,Yes / Ya,2.0,1.0,2.0,9.0,8.0,4.0,3.0,2.0
Fail / Gagal,C+,Reading & Writting / Membaca & Menulis,Self-study / Belajar sendiri,3.0,5.0,3.0,14.0,7.0,Female / Perempuan,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,1.0,3.0,2.0,9.0,8.2,8.0,2.0,2.0
Pass / Lulus,A+,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Group Study / Belajar berkumpulan,4.0,1.0,7.0,5.0,8.0,Female / Perempuan,On-campus / Dalam kampus,At cafes or other public spaces / Kafe atau tempat umum lain,No / Tidak,1.0,3.0,5.0,2.0,2.0,4.0,3.0,3.0
Fail / Gagal,C,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,1.0,4.0,2.0,2.0,5.0,Male / Lelaki,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,3.0,1.0,1.0,6.0,7.0,7.0,2.0,4.0
Pass / Lulus,A,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Group Study / Belajar berkumpulan,4.0,1.0,5.0,20.0,8.0,Female / Perempuan,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,1.0,3.0,3.0,6.0,2.0,2.0,3.0,2.0
Fail / Gagal,C+,"Auditory / Pendengaran (e.g., recording)",Self-study / Belajar sendiri,2.0,4.0,3.0,2.0,7.0,Male / Lelaki,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,1.0,2.0,3.0,6.0,1.0,6.0,3.0,3.0
Fail / Gagal,E,"Auditory / Pendengaran (e.g., recording)",Self-study / Belajar sendiri,2.0,4.0,2.0,1.0,6.0,Female / Perempuan,Off-campus / Luar kampus,At cafes or other public spaces / Kafe atau tempat umum lain,No / Tidak,2.0,1.0,3.0,8.0,10.0,5.0,2.0,2.0
Fail / Gagal,G,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Online Courses / Kursus dalam talian,2.0,4.0,5.0,3.0,3.0,Female / Perempuan,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,2.0,0.0,3.0,6.0,1.0,6.0,2.0,3.0
Fail / Gagal,D,"Auditory / Pendengaran (e.g., recording)",Tutoring / Tuisyen,2.0,5.0,2.0,1.0,4.0,Male / Lelaki,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,4.0,1.0,2.0,4.0,3.0,7.0,2.0,1.0
Fail / Gagal,G,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Tutoring / Tuisyen,2.0,4.0,3.0,2.0,2.0,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,No / Tidak,2.0,0.0,0.0,5.0,3.0,6.0,1.0,3.0
Pass / Lulus,A,"Visual (e.g., picture)",Group Study / Belajar berkumpulan,3.0,2.0,5.0,6.0,6.0,Female / Perempuan,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,1.0,1.0,2.0,3.0,1.0,3.0,4.0,2.0
Fail / Gagal,D,"Auditory / Pendengaran (e.g., recording)",Group Study / Belajar berkumpulan,2.0,5.0,2.0,1.0,4.0,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,Yes / Ya,4.0,1.0,2.0,4.0,3.0,7.0,2.0,1.0
Pass / Lulus,A,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Group Study / Belajar berkumpulan,2.0,2.0,8.0,9.0,6.0,Female / Perempuan,On-campus / Dalam kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",No / Tidak,1.0,4.0,3.0,1.0,2.0,4.0,3.0,3.0
Fail / Gagal,E,"Visual (e.g., picture)",Tutoring / Tuisyen,1.0,5.0,1.0,2.0,5.0,Male / Lelaki,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,3.0,2.0,1.0,5.0,5.0,5.0,2.0,4.0
Pass / Lulus,B+,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Group Study / Belajar berkumpulan,3.0,1.0,3.0,9.0,6.0,Male / Lelaki,On-campus / Dalam kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,No / Tidak,2.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0
Fail / Gagal,D,"Visual (e.g., picture)",Self-study / Belajar sendiri,2.0,5.0,1.0,2.0,5.0,Male / Lelaki,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,3.0,1.0,1.0,5.0,4.0,6.0,2.0,3.0
Fail / Gagal,E,"Auditory / Pendengaran (e.g., recording)",Self-study / Belajar sendiri,3.0,5.0,0.0,1.0,5.0,Male / Lelaki,Off-campus / Luar kampus,At a tuition center or with a private tutor / Di pusat tuisyen atau tutor persendirian,No / Tidak,3.0,3.0,3.0,6.0,2.0,4.0,2.0,1.0
Fail / Gagal,D,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Tutoring / Tuisyen,2.0,5.0,2.0,1.0,4.0,Female / Perempuan,Off-campus / Luar kampus,"At school or university / Di sekolah atau universiti (e.g., classroom, library)",Yes / Ya,4.0,1.0,2.0,4.0,3.0,7.0,2.0,1.0
Pass / Lulus,B+,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,3.0,2.0,4.0,4.0,7.0,Male / Lelaki,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",No / Tidak,1.0,2.0,5.0,7.0,3.0,4.0,2.0,3.0
Pass / Lulus,A,"Kinesthetic / Kinestetik (e.g., apply hands-on)",Self-study / Belajar sendiri,3.0,4.0,3.0,2.0,6.0,Female / Perempuan,On-campus / Dalam kampus,"At home / Di rumah (e.g., bedroom, study room)",Yes / Ya,4.0,2.0,2.0,4.0,1.0,4.0,2.0,3.0
Fail / Gagal,E,"Visual (e.g., picture)",Self-study / Belajar sendiri,1.0,4.0,2.0,2.0,4.0,Male / Lelaki,Off-campus / Luar kampus,At cafes or other public spaces / Kafe atau tempat umum lain,Yes / Ya,3.0,2.0,1.0,6.0,9.0,8.0,2.0,2.0
